VOLKSWAGEN,PROMOCIÓN     VOLKSWAGEN   POLO  TRACK 2025,https://www.vw.com.mx/es/promociones/polo-2025.html,"$35,000","7,936",,,,,1,1,
VOLKSWAGEN,PROMOCIÓN   VOLKSWAGEN  TERA 2026,https://www.vw.com.mx/es/promociones/tera.html,"$386,990",,,,,,1,0,
VOLKSWAGEN,VW ÷ 2 FINANCIAMIENTO,https://www.vw.com.mx/es/financiamiento/financiamiento-entre-dos.html,,,,,,,0,0,
VOLKSWAGEN,SUVW ÷ 2,https://www.vw.com.mx/es/financiamiento/suvw-entre-dos.html,,,,,,,0,0,
VOLKSWAGEN,TAIGUN  ÷ 2   DOS CREAN MÁS HISTORIAS QUE UNO,https://www.vw.com.mx/es/financiamiento/taigun-entre-dos.html,,,,,,,0,0,
VOLKSWAGEN,¿QUÉ NOVEDADES PRESENTA   NUEVO TAOS  EN 2025?,https://www.vw.com.mx/es/experiencia/innovacion/taos-2025-precio-colores.html,,,,,,,0,0,
VOLKSWAGEN,LAS OFERTAS NAVIDEÑAS DE   VOLKSWAGEN  QUE HASTA EL MISMO SANTA QUIERE APROVECHAR,https://www.vw.com.mx/es/experiencia/innovacion/ofertas-navidenas-volkswagen-2024.html,"$295,370","148,200",,,,,1,0,
VOLKSWAGEN,TIGUAN  R-LINE CELEBRA 10 AÑOS DE ÉXITO CON UNA EDICIÓN ESPECIAL EN MÉXICO,https://www.vw.com.mx/es/experiencia/innovacion/precio-tiguan-rline-10.html,,,,,,,0,0,
VOLKSWAGEN,CUMPLE TU PRIMER DESEO DE 2025 CON NUESTRAS OFERTAS DE AÑO NUEVO,https://www.vw.com.mx/es/experiencia/innovacion/promociones-autos-enero-2025.html,"$295,370","148,200",,,,,1,0,
VOLKSWAGEN,CUPIDO LLEGÓ CON PROMOCIONES DE   VOLKSWAGEN  QUE TE HARÁN SUSPIRAR,https://www.vw.com.mx/es/experiencia/innovacion/autos-nuevos-promocion-febrero-2025.html,"$16,080","16,080",,,,,1,0,
VOLKSWAGEN,LA PRIMAVERA LLEGA A   VOLKSWAGEN  CON AUTOS NUEVOS A MESES Y HASTA CON SEGURO GRATIS,https://www.vw.com.mx/es/experiencia/innovacion/promociones-marzo-2025.html,"$35,080","12,720",,,,,1,0,
VOLKSWAGEN,DECÍDETE A ESTRENAR UN   VOLKSWAGEN  DEL AÑO CON LAS PROMOCIONES DE ABRIL,https://www.vw.com.mx/es/experiencia/innovacion/promociones-abril-2025.html,"$35,080","12,720",,,,,1,0,
VOLKSWAGEN,"NUEVO GTI 2025 SE REINVENTA CON MAYOR POTENCIA, PANTALLA MÁS GRANDE Y TECNOLOGÍA DE PUNTA",https://www.vw.com.mx/es/experiencia/innovacion/nuevo-gti-2025-precio-resena.html,,,,,,,0,0,
VOLKSWAGEN,"ESTRENA TU   VOLKSWAGEN  CON LAS OFERTAS DE MAYO: BONOS ESPECIALES, CÓMODAS MENSUALIDADES Y MÁS",https://www.vw.com.mx/es/experiencia/innovacion/autos-nuevos-ofertas-mayo-2025.html,"$35,080",,,,,,1,0,
VOLKSWAGEN,¿ESTÁS PENSANDO EN ESTRENAR UN   VOLKSWAGEN  NUEVO? JUNIO LLEGA CON PROMOCIONES IRRESISTIBLES,https://www.vw.com.mx/es/experiencia/innovacion/autos-nuevos-ofertas-junio-2025.html,"$35,080",,,,,,1,0,
VOLKSWAGEN,¡JULIO SOBRE RUEDAS! CONOCE LAS PROMOCIONES   VOLKSWAGEN  Y ESTRENA UN AUTO NUEVO,https://www.vw.com.mx/es/experiencia/innovacion/ofertas-autos-nuevos-julio-2025.html,"$35,080",,,,,,1,0,
VOLKSWAGEN,¿CÓMO PAGAR UN AUTO NUEVO CON   VOLKSWAGEN  ¡YA!?,https://www.vw.com.mx/es/experiencia/innovacion/financiamiento-volkswagen-ya.html,,,,,,,0,0,
VOLKSWAGEN,CELEBRA LO QUE SOMOS CON   SAVEIRO 2026,https://www.vw.com.mx/es/experiencia/innovacion/promociones-autos-febrero-2020.html,"$386,990",,,,,"10,999",1,0,
VOLKSWAGEN,CELEBRA LO QUE SOMOS CON   SAVEIRO 2026,https://www.vw.com.mx/es/experiencia/innovacion/ofertas-autos-abril-2020.html,"$386,990",,,,,"10,999",1,0,
VOLKSWAGEN,CELEBRA LO QUE SOMOS CON   SAVEIRO 2026,https://www.vw.com.mx/es/experiencia/innovacion/ofertas-autos-mayo-2020.html,"$386,990",,,,,"10,999",1,0,
VOLKSWAGEN,CELEBRA LO QUE SOMOS CON   SAVEIRO 2026,https://www.vw.com.mx/es/experiencia/innovacion/carros-ofertas-junio-2020.html,"$386,990",,,,,"10,999",1,0,
VOLKSWAGEN,CELEBRA LO QUE SOMOS CON   SAVEIRO 2026,https://www.vw.com.mx/es/experiencia/innovacion/promociones-carros-julio-2020.html,"$386,990",,,,,"10,999",1,0,
